Name,URL,Category,Description,Comment/Reason,Language,Target OS,Author,last_commit,Commits,Branch,Packages,Releases,Watch,Star,Fork,Tags,Has Readme,Readme,Repo Name
"Internal penetration testing tool for Linux that can be used to enumerate OS information, domain information, shares, directories, and users through SMB.",https://github.com/m8r0wn/nullinux.git,,,,"[""Python"",""Shell""]",,m8r0wn,"November 11, 2019",,1,0,2,20,359,88,"smb, python, recon, enumeration, pentesting, pentest-tool",Yes,,nullinux
,https://github.com/maaaaz/webscreenshot,,,,,,,,,,,,,,,,,,
PowerShell module to play with Kerberos S4U extensions,https://github.com/machosec/Mystique.git,,,,"[""PowerShell""]",,machosec,,,1,0,0,5,38,9,,Yes,,Mystique
Bash script to install penetration testing tools on either Ubuntu or Fedora.,https://github.com/madmantm/pentest-tools.git,,,,"[""Shell""]",,madmantm,"August 29, 2018",,2,0,0,7,41,26,,Yes,,pentest-tools
post-exploitation scripts,https://github.com/madmantm/powershell.git,,,,"[""PowerShell""]",,madmantm,,,1,0,0,2,5,5,,Yes,,powershell
"Script to install security tools, on ubuntu, i follow each new releases.",https://github.com/madmantm/ubuntu-pentest-tools.git,,,,"[""Shell"",""Python""]",,madmantm,"April 22, 2018",,2,0,0,27,147,100,,Yes,,ubuntu-pentest-tools
High-interaction MitM SSH honeypot,https://github.com/magisterquis/sshhipot.git,,,,"[""Go"",""Shell""]",,magisterquis,,,2,0,0,8,150,46,,Yes,,sshhipot
"This is the official repo for John the Ripper, ""Jumbo"" version. The ""bleeding-jumbo"" branch is based on 1.9.0-Jumbo-1 which was released on May 14, 2019. An import of the ""core"" version of john this jumbo was based on (or newer) is found in the ""master"" branch (CVS: https://cvsweb.openwall.com/cgi/cvsweb.cgi/Owl/packages/john/john/src/).",https://github.com/magnumripper/JohnTheRipper.git,,,,"[""C"",""Coq"",""Python"",""Perl"",""C++"",""Verilog"",""Other""]",,magnumripper,"February 18, 2020",,3,0,19,173,3.4k,852,"john, c, ripper, hashes, hash-types, password, cracking, jtr, opencl, gpgpu, assembler, simd-parallelism",No,,JohnTheRipper
Issues to consider when planning a red team exercise.,https://github.com/magoo/redteam-plan.git,,,,[],,magoo,,,1,0,0,25,444,85,,Yes,,redteam-plan
This tool can be used to brute discover GET and POST parameters,https://github.com/maK-/parameth.git,,,,"[""Python"",""PHP"",""Shell""]",,maK-,"January 20, 2019",,1,0,0,34,830,138,,Yes,,parameth
fork of http://code.google.com/p/dnsmap/source/checkout,https://github.com/makefu/dnsmap.git,,,,"[""C"",""Shell"",""Makefile""]",,makefu,,,1,0,0,7,77,20,,No,,dnsmap
,https://github.com/malcomvetter/CSExec,,,,,,,,,,,,,,,,,,
Useful tools and scripts used during Penetration Tests.,https://github.com/maldevel/PenTestKit.git,,,,"[""Shell"",""Python""]",,maldevel,"September 12, 2019",,1,0,0,27,375,127,"penetration-testing, pentesting, tools, scripts, notes, web, system, network, security, assessment, hacking",Yes,,PenTestKit
,https://github.com/maliceio/malice,,,,,,,,,,,,,,,,,,
BYOB (Build Your Own Botnet),https://github.com/malwaredllc/byob.git,,,,"[""Python"",""Shell""]",,malwaredllc,"February 18, 2020",,1,0,0,210,3.8k,799,"encrypted-connections, platform-independent, zero-configuration, no-dependencies, reverse-shells, antivirus-evasion, antiforensics, keylogger, screenshots, webcam-capture, sms-sender, email-sender, portscanner, ransomware, botnet",Yes,,byob
,https://github.com/mame82/LOGITacker,,,,,,,,,,,,,,,,,,
,https://github.com/mame82/P4wnP1,,,,,,,,,,,,,,,,,,
,https://github.com/mame82/P4wnP1_aloa,,,,,,,,,,,,,,,,,,
,https://github.com/mandatoryprogrammer/CursedChrome,,,,,,,,,,,,,,,,,,
An automated XSS payload generator written in python.,https://github.com/mandatoryprogrammer/xssless.git,,,,"[""Python""]",,mandatoryprogrammer,,,1,0,0,21,284,74,,Yes,,xssless
,https://github.com/mantvydasb/RedTeam-Tactics-and-Techniques,,,,,,,,,,,,,,,,,,
,https://github.com/markets/awesome-ruby,,,,,,,,,,,,,,,,,,
An evil RAT (Remote Administration Tool) for macOS / OS X.,https://github.com/Marten4n6/EvilOSX.git,,,,"[""Python"",""Dockerfile""]",,Marten4n6,"August 17, 2018",,1,0,0,84,1.4k,335,"rat, reverse-shell, macos, macosx, mac, backdoor, python, osx, post-exploitation, pentesting, python3",Yes,,EvilOSX
Useful template functions for Go templates.,https://github.com/Masterminds/sprig.git,,,,"[""Go"",""Makefile""]",,Masterminds,"January 24, 2020",,2,0,32,23,1.6k,189,"go, template, templates",Yes,,sprig
Command-line tool to remotely execute commands on Windows machines through WinRM,https://github.com/masterzen/winrm-cli.git,,,,"[""Go"",""Makefile"",""Shell"",""Dockerfile""]",,masterzen,"February 7, 2020",,2,0,0,6,84,11,,Yes,,winrm-cli
Identifies the bytes that Microsoft Defender flags on.,https://github.com/matterpreter/DefenderCheck.git,,,,"[""C#""]",,matterpreter,"September 14, 2019",,2,0,0,14,430,51,"evasion, research-tool, csharp",Yes,,DefenderCheck
,https://github.com/matterpreter/OffensiveCSharp,,,,,,,,,,,,,,,,,,
,https://github.com/matterpreter/spotter,,,,,,,,,,,,,,,,,,
Position Independent Windows Shellcode Written in C,https://github.com/mattifestation/PIC_Bindshell.git,,,,"[""PowerShell"",""C"",""Assembly""]",,mattifestation,"August 28, 2018",,1,0,0,16,180,83,,No,,PIC_Bindshell
A PowerShell Module Dedicated to Reverse Engineering,https://github.com/mattifestation/PowerShellArsenal.git,,,,"[""PowerShell""]",,mattifestation,,,1,0,0,66,656,170,,Yes,,PowerShellArsenal
Web path scanner,https://github.com/maurosoria/dirsearch.git,,,,"[""Python"",""Dockerfile""]",,maurosoria,"December 31, 2019",,2,0,12,156,3.5k,910,"fuzzer, fuzzing, python, pentest, bruteforce, security, dirsearch, dirbuster, hacking, pentesting, penetration-testing, bug-bounty, appsec, scanner, scanner-web",Yes,,dirsearch
A script that monitors and extracts requested URLs and clients connected to the service by exploiting publicly accessible Apache server-status instances.,https://github.com/mazen160/server-status_PWN.git,,,,"[""Python""]",,mazen160,"July 9, 2018",,1,0,0,15,224,56,"apache, server-status, intelligence-gathering",Yes,,server-status_PWN
An exploit for Apache Struts CVE-2017-9805,https://github.com/mazen160/struts-pwn_CVE-2017-9805.git,,,,"[""Python""]",,mazen160,"October 17, 2017",,1,0,0,16,228,76,struts-pwn,Yes,,struts-pwn_CVE-2017-9805
,https://github.com/mbahadou/postenum,,,,,,,,,,,,,,,,,,
"DomainPasswordSpray is a tool written in PowerShell to perform a password spray attack against users of a domain. It will automatically generate a userlist from the domain which excludes accounts that are expired, disabled locked out, or within 1 lockout attempt.",https://github.com/mdavis332/DomainPasswordSpray.git,,,,"[""PowerShell""]",,mdavis332,,,1,0,0,3,73,135,"pentest, redteam, password-spray, password, blueteam, infosec",Yes,,DomainPasswordSpray
CACTUSTORCH: Payload Generation for Adversary Simulations,https://github.com/mdsecactivebreach/CACTUSTORCH.git,,,,"[""Visual Basic .NET"",""JavaScript"",""C#"",""Python""]",,mdsecactivebreach,"November 16, 2017",,1,0,0,39,601,159,,Yes,,CACTUSTORCH
Chameleon: A tool for evading Proxy categorisation,https://github.com/mdsecactivebreach/Chameleon.git,,,,"[""Python""]",,mdsecactivebreach,,,1,0,0,13,177,38,,Yes,,Chameleon
A toolkit to attack Office365,https://github.com/mdsecactivebreach/o365-attack-toolkit.git,,,,"[""Go"",""HTML"",""Other""]",,mdsecactivebreach,"February 15, 2020",,1,0,0,24,391,84,,Yes,,o365-attack-toolkit
PowerDNS: Powershell DNS Delivery,https://github.com/mdsecactivebreach/PowerDNS.git,,,,"[""Python""]",,mdsecactivebreach,"October 13, 2017",,1,0,0,15,149,61,,Yes,,PowerDNS
Payload Generation Framework,https://github.com/mdsecactivebreach/SharpShooter.git,,,,"[""Visual Basic .NET"",""Smarty"",""JavaScript"",""Python"",""C#""]",,mdsecactivebreach,"February 13, 2019",,1,0,0,58,902,195,,No,,SharpShooter
LyncSniper: A tool for penetration testing Skype for Business and Lync deployments,https://github.com/mdsecresearch/LyncSniper.git,,,,"[""PowerShell""]",,mdsecresearch,,,1,0,0,14,256,47,,Yes,,LyncSniper
,https://github.com/med0x2e/GadgetToJScript,,,,,,,,,,,,,,,,,,
,https://github.com/med0x2e/genxlm,,,,,,,,,,,,,,,,,,
,https://github.com/med0x2e/NoAmci,,,,,,,,,,,,,,,,,,
Password guessing to Java keystore | Подбор пароля к Java keystore,https://github.com/meefik/keystorebreaker.git,,,,"[""Java""]",,meefik,,,1,0,0,6,32,7,,Yes,,keystorebreaker
A curated list of tools for incident response,https://github.com/meirwah/awesome-incident-response.git,,,,[],,meirwah,"January 18, 2020",,1,0,0,355,3.3k,821,"incident-response, security, cybersecurity, dfir, awesome-list, awesome, list, incident-response-tooling",Yes,,awesome-incident-response
"🔓😎 A curated list of awesome guides, tools, and other resources related to the security and compromise of locks, safes, and keys.",https://github.com/meitar/awesome-lockpicking.git,,,,[],,meitar,"November 9, 2018",,1,0,0,24,452,49,"awesome-list, lockpicking, locksport, physec, physical-security, picking-locks, keypicking, locksmith, locksmithing, awesome",Yes,,awesome-lockpicking
SIP-Based Audit and Attack Tool,https://github.com/meliht/Mr.SIP.git,,,,"[""Python""]",,meliht,"November 29, 2019",,2,0,0,21,185,61,"sip, voip, audit, pentest, dos, ip-spoofing, attack, ddos",Yes,,Mr.SIP
,https://github.com/melvinsh/vcsmap,,,,,,,,,,,,,,,,,,
,https://github.com/meme/hellscape,,,,,,,,,,,,,,,,,,
,https://github.com/metac0rtex/GitHarvester.git,,,,"[""Python""]",,metac0rtex,"May 22, 2016",,2,0,0,22,252,81,,Yes,,GitHarvester
Script intended to make launching of Arachni scanner a little bit more comfortable.,https://github.com/mgeeky/arachni-launching-script.git,,,,"[""Python""]",,mgeeky,,,1,0,0,1,0,2,,Yes,,arachni-launching-script
"BurpSuite's payload-generation extension aiming at applying fuzzed test-cases depending on the type of payload (integer, string, path; JSON; XML; GWT; binary) and following encoding-scheme applied originally.",https://github.com/mgeeky/burpContextAwareFuzzer.git,,,,"[""Python""]",,mgeeky,,,1,0,0,3,18,9,"burpsuite, burp-extensions, fuzzer, penetration-testing",Yes,,burpContextAwareFuzzer
"wfuzz, SecLists and john -based dirbusting / forceful browsing script intended to be used during web pentest assingments",https://github.com/mgeeky/dirbuster.git,,,,"[""Shell""]",,mgeeky,"July 1, 2019",,1,0,0,3,18,4,,Yes,,dirbuster
"A collection of my Penetration Testing scripts, tools, cheatsheets collected over years, used during real-world assignments or collected from various good quality sources.",https://github.com/mgeeky/Penetration-Testing-Tools.git,,,,"[""PowerShell"",""Python"",""Shell"",""Ruby"",""VBScript"",""C++"",""Other""]",,mgeeky,,,1,0,0,21,363,101,"penetration-testing, penetration, testing, tools, scripts, cheatsheets, exploit, social-engineering, networks, auditing",Yes,,Penetration-Testing-Tools
PHP Script intdended to be used during Phishing campaigns as a credentials collector linked to backdoored HTML <form> action parameter,https://github.com/mgeeky/PhishingPost.git,,,,"[""PHP""]",,mgeeky,"August 11, 2017",,1,0,0,2,21,9,"penetration, testing, phishing, hacking, pentest, harvester",Yes,,PhishingPost
HTTP/HTTPS proxy with custom plugins loading capability.,https://github.com/mgeeky/proxy2.git,,,,"[""Python""]",,mgeeky,,,3,0,0,1,3,106,,Yes,,proxy2
"This is a rich-featured Visual Basic macro code for use during Penetration Testing assignments, implementing various advanced post-exploitation techniques.",https://github.com/mgeeky/RobustPentestMacro.git,,,,"[""Visual Basic .NET""]",,mgeeky,,,2,0,0,10,60,24,"pentest, penetration, testing, macro, vbscript, office",Yes,,RobustPentestMacro
OpSec-safe Powershell runspace from within C# (aka SharpPick) with AMSI and Script Block Logging disabled at startup,https://github.com/mgeeky/Stracciatella.git,,,,"[""C#"",""Python""]",,mgeeky,,,2,0,0,2,37,6,"redteam, powershell, amsi, bypass, sharppick, unmanaged, opsec",Yes,,Stracciatella
Apache Tomcat auto WAR deployment & pwning penetration testing tool.,https://github.com/mgeeky/tomcatWarDeployer.git,,,,"[""Python""]",,mgeeky,"June 27, 2019",,1,0,2,14,225,82,"penetration, testing, tomcat, hacking, backdoor",Yes,,tomcatWarDeployer
Visual Basic Code universal Obfuscator intended to be used during penetration testing assignments.,https://github.com/mgeeky/VisualBasicObfuscator.git,,,,"[""Python"",""Visual Basic .NET""]",,mgeeky,,,1,0,0,4,27,19,"phishing, penetration, testing, hacking, macro, visual, basic, obfuscation",Yes,,VisualBasicObfuscator
"Lists of sources and utilities utilized to hunt, detect and prevent evildoers.",https://github.com/MHaggis/hunt-detect-prevent.git,,,,"[""PowerShell""]",,MHaggis,,,1,0,0,19,110,35,"hunt, powershell, microsoft",Yes,,hunt-detect-prevent
Directory Services Internals (DSInternals) PowerShell Module and Framework,https://github.com/MichaelGrafnetter/DSInternals.git,,,,"[""C#"",""PowerShell"",""C++""]",,MichaelGrafnetter,,,4,0,29,50,551,96,"security-audit, penetration-testing, active-directory, nuget-packages, ntds, powershell, dpapi, sam, lsa, passwords",No,,DSInternals
A Tool for Domain Flyovers,https://github.com/michenriksen/aquatone.git,,,,"[""Go"",""HTML"",""Shell""]",,michenriksen,"May 19, 2019",,2,0,17,125,3.3k,585,"security, osint, golang, chrome-headless, reconnaissance, chromium",Yes,,aquatone
Microsoft.Diagnostics.Runtime is a set of APIs for introspecting processes and dumps.,https://github.com/microsoft/clrmd.git,,,,"[""C#"",""PowerShell"",""Shell"",""Other""]",,microsoft,"February 20, 2020",,3,0,4,157,625,151,,Yes,,clrmd
Contains samples and documentation for libraries and tools of the .NET framework. Pull requests welcome!,https://github.com/microsoft/dotnet-samples.git,,,,"[""C#"",""Batchfile""]",,microsoft,,,1,0,0,237,644,151,,Yes,,dotnet-samples
,https://github.com/mikesiegel/ews-crack.git,,,,"[""Python""]",,mikesiegel,,,1,0,0,7,121,27,,Yes,,ews-crack
"The Cygwin Terminal – terminal emulator for Cygwin, MSYS, and WSL",https://github.com/mintty/mintty.git,,,,"[""C"",""Raku"",""Perl"",""Shell"",""Makefile"",""C++""]",,mintty,"February 21, 2020",,1,0,132,63,1k,125,,Yes,,mintty
http://firmware-mod-kit.googlecode.com/svn/trunk,https://github.com/mirror/firmware-mod-kit.git,,,,"[""C"",""C++"",""C#"",""Java"",""Perl"",""Python"",""Other""]",,mirror,"April 16, 2013",,1,0,0,21,225,98,,No,,firmware-mod-kit
,https://github.com/MisterBianco/BoopSuite,,,,,,,,,,,,,,,,,,
,https://github.com/mitmproxy/mitmproxy,,,,,,,,,,,,,,,,,,
Automated Adversary Emulation,https://github.com/mitre/caldera.git,,,,"[""Python"",""HTML"",""CSS"",""Shell"",""JavaScript"",""Dockerfile""]",,mitre,"February 21, 2020",,26,0,11,107,1.5k,320,"adversary-emulation, caldera, security-automation, red-team, mitre, mitre-attack, security-testing, mitre-corporation",Yes,,caldera
nodejs ddos stress app,https://github.com/mlazarov/ddos-stress.git,,,,"[""JavaScript"",""HTML""]",,mlazarov,"August 7, 2016",,1,0,0,7,95,41,,Yes,,ddos-stress
"Mobile Security Framework (MobSF) is an automated, all-in-one mobile application (Android/iOS/Windows) pen-testing, malware analysis and security assessment framework capable of performing static and dynamic analysis.",https://github.com/MobSF/Mobile-Security-Framework-MobSF.git,,,,"[""Python"",""JavaScript"",""HTML"",""CSS"",""Shell"",""Batchfile"",""Dockerfile""]",,MobSF,"February 20, 2020",,3,0,32,355,5.5k,1.6k,"static-analysis, dynamic-analysis, python, mobsf, android-security, mobile-security, windows-mobile-security, ios-security, mobile-security-framework, api-testing, web-security, malware-analysis, runtime-security, ci-cd, devsecops, apk, ipa, rest",Yes,,Mobile-Security-Framework-MobSF
MOGWAI LABS JMX exploitation toolkit,https://github.com/mogwailabs/mjet.git,,,,"[""Python"",""Java"",""JavaScript""]",,mogwailabs,,,1,0,0,4,64,49,,Yes,,mjet
Robber is open source tool for finding executables prone to DLL hijacking,https://github.com/MojtabaTajik/Robber.git,,,,"[""Pascal"",""HTML"",""C++""]",,MojtabaTajik,"May 30, 2019",,1,0,6,29,456,95,"security, vulnerability-scanners, dll-hijacking, delphi",Yes,,Robber
,https://github.com/moonD4rk/HackBrowserData,,,,,,,,,,,,,,,,,,
,https://github.com/Mr-B0b/SpaceRunner,,,,,,,,,,,,,,,,,,
Static analysis tools for all programming languages,https://github.com/mre/awesome-static-analysis.git,,,,"[""Rust"",""Makefile""]",,mre,"February 10, 2020",,3,0,0,314,6.8k,786,"static-analysis, quality, static-analyzers, awesome, linter, list, code-quality, awesome-list, programming-language",Yes,,awesome-static-analysis
Bash's powerful command line editing in cmd.exe,https://github.com/mridgers/clink.git,,,,"[""C"",""C++"",""HTML"",""TeX"",""Perl"",""Lua"",""Other""]",,mridgers,"August 7, 2018",,3,0,18,141,2.5k,241,,Yes,,clink
Search for categorized domain,https://github.com/Mr-Un1k0d3r/CatMyPhish.git,,,,"[""Python""]",,Mr-Un1k0d3r,"January 15, 2019",,1,0,0,20,305,68,,Yes,,CatMyPhish
,https://github.com/Mr-Un1k0d3r/ClickOnceGenerator,,,,,,,,,,,,,,,,,,
DKMC - Dont kill my cat - Malicious payload evasion tool,https://github.com/Mr-Un1k0d3r/DKMC.git,,,,"[""Python"",""PowerShell"",""C""]",,Mr-Un1k0d3r,"March 7, 2019",,1,0,0,55,766,204,,Yes,,DKMC
Quick Malicious ClickOnceGenerator for Red Team,https://github.com/Mr-Un1k0d3r/MaliciousClickOnceGenerator.git,,,,"[""C#"",""Python""]",,Mr-Un1k0d3r,,,1,0,0,8,153,45,,Yes,,MaliciousClickOnceGenerator
Malicious Macro Generator,https://github.com/Mr-Un1k0d3r/MaliciousMacroGenerator.git,,,,"[""Visual Basic .NET"",""Python""]",,Mr-Un1k0d3r,"April 17, 2019",,2,0,0,30,527,155,,Yes,,MaliciousMacroGenerator
Run PowerShell command without invoking powershell.exe,https://github.com/Mr-Un1k0d3r/PowerLessShell.git,,,,"[""Python""]",,Mr-Un1k0d3r,,,2,0,0,48,731,157,,Yes,,PowerLessShell
,https://github.com/Mr-Un1k0d3r/RedTeamCSharpScripts,,,,,,,,,,,,,,,,,,
Various PowerShell scripts that may be useful during red team exercise,https://github.com/Mr-Un1k0d3r/RedTeamPowershellScripts.git,,,,"[""PowerShell""]",,Mr-Un1k0d3r,"January 10, 2020",,1,0,0,34,483,152,,Yes,,RedTeamPowershellScripts
Fileless lateral movement tool that relies on ChangeServiceConfigA to run command,https://github.com/Mr-Un1k0d3r/SCShell.git,,,,"[""C#"",""Python"",""C""]",,Mr-Un1k0d3r,"December 12, 2019",,1,0,0,17,384,83,,Yes,,SCShell
Cobalt Strike SCT payload obfuscator,https://github.com/Mr-Un1k0d3r/SCT-obfuscator.git,,,,"[""Python""]",,Mr-Un1k0d3r,"July 7, 2017",,1,0,0,6,102,44,,Yes,,SCT-obfuscator
Python / C# Unmanaged PowerShell based RAT,https://github.com/Mr-Un1k0d3r/ThunderShell.git,,,,"[""JavaScript"",""Python"",""C#"",""HTML"",""PowerShell"",""CSS""]",,Mr-Un1k0d3r,,,1,0,0,46,541,188,,Yes,,ThunderShell
,https://github.com/Mr-Un1k0d3r/UniByAv.git,,,,"[""Python"",""C""]",,Mr-Un1k0d3r,,,1,0,0,15,196,57,,Yes,,UniByAv
,https://github.com/mschwager/fierce,,,,,,,,,,,,,,,,,,
A Github organization reconnaissance tool.,https://github.com/mschwager/gitem.git,,,,"[""Python""]",,mschwager,,,1,0,11,8,180,36,"github, git, reconnaissance, osint, phishing, recruitment",Yes,,gitem
ReverShellGenerator - A tool to generate various ways to do a reverse shell,https://github.com/mthbernardes/rsg.git,,,,"[""Python"",""Shell""]",,mthbernardes,"February 3, 2020",,1,0,0,13,288,76,,Yes,,rsg
It's the C version of https://github.com/mthbernardes/sshLooter,https://github.com/mthbernardes/sshLooterC.git,,,,"[""C"",""Makefile""]",,mthbernardes,"December 20, 2018",,1,0,0,2,96,33,,Yes,,sshLooterC
"PoC for a NTFS crash that I discovered, in various Windows versions",https://github.com/mtivadar/windows10_ntfs_crash_dos.git,,,,[],,mtivadar,,,1,0,0,43,582,148,,Yes,,windows10_ntfs_crash_dos
,https://github.com/mubix/IOXIDResolver,,,,,,,,,,,,,,,,,,
mubix/netview,https://github.com/mubix/netview,,Netview enumerates systems using WinAPI calls.,,,,,,,,,,,,,,,,
Post Exploitation Collection,https://github.com/mubix/post-exploitation.git,,,,"[""C"",""Python"",""Ruby"",""AutoIt"",""PowerShell"",""Batchfile""]",,mubix,"August 27, 2017",,2,0,0,120,1.2k,313,,Yes,,post-exploitation
,https://github.com/mwrlabs/SharpClipHistory,,,,,,,,,,,,,,,,,,
,https://github.com/mwrlabs/SharpGPOAbuse,,,,,,,,,,,,,,,,,,
,https://github.com/mwrlabs/wePWNise,,,,,,,,,,,,,,,,,,
Linux privilege escalation auditing tool,https://github.com/mzet-/linux-exploit-suggester.git,,,,"[""Shell""]",,mzet-,"February 19, 2020",,2,0,3,85,1.7k,453,"exploits, privilege-escalation-exploits, kernel-exploitation, applicable-exploits, security-tools, hacking-tool, linux-exploits",Yes,,linux-exploit-suggester
Local file inclusion exploitation tool,https://github.com/mzfr/liffy.git,,,,"[""Python"",""PHP"",""Dockerfile""]",,mzfr,"December 13, 2019",,1,0,0,5,199,35,"lfi, lfi-exploitation, reverse-shell, local-file-inclusion",Yes,,liffy
,https://github.com/n00py/Hwacha,,,,,,,,,,,,,,,,,,
Wordpress Attack Suite,https://github.com/n00py/WPForce.git,,,,"[""Python"",""JavaScript""]",,n00py,"July 30, 2018",,1,0,2,48,555,150,"wordpress, wordpress-attack, hacking-tool, pentest-tool, reverse-shell, keylogger, php, javascript, xss-exploitation",Yes,,WPForce
Quickly Implement Mod-Rewrite in your infastructure,https://github.com/n0pe-sled/Apache2-Mod-Rewrite-Setup.git,,,,"[""Python""]",,n0pe-sled,,,1,0,0,1,54,14,,Yes,,Apache2-Mod-Rewrite-Setup
,https://github.com/n0pe-sled/Postfix-Server-Setup.git,,,,"[""Shell""]",,n0pe-sled,"September 29, 2017",,1,0,0,14,152,73,,Yes,,Postfix-Server-Setup
port of mimipenguin.sh in python with some additional protection features,https://github.com/n1nj4sec/mimipy.git,,,,"[""Python""]",,n1nj4sec,,,1,0,0,10,140,22,,Yes,,mimipy
n1nj4sec/pupy,https://github.com/n1nj4sec/pupy,,"Pupy is a cross-platform, multi function RAT and post-exploitation tool mainly written in python.",,,,,,,,,,,,,,,,
"A quick script to install ""all required"" tools (Kali-like) for penetration tests",https://github.com/n3tsky/Pentest-Tools.git,,,,"[""Shell""]",,n3tsky,,,1,0,0,2,2,1,,Yes,,Pentest-Tools
,https://github.com/N7WEra/SharpAllTheThings,,,,,,,,,,,,,,,,,,
,https://github.com/nabla-c0d3/sslyze,,,,,,,,,,,,,,,,,,
,https://github.com/nahamsec/JSParser.git,,,,"[""Python"",""JavaScript"",""HTML"",""CSS""]",,nahamsec,"November 17, 2017",,1,0,0,17,449,100,,Yes,,JSParser
,https://github.com/nametoolong/oregano,,,,,,,,,,,,,,,,,,
Ghidra is a software reverse engineering (SRE) framework,https://github.com/NationalSecurityAgency/ghidra.git,,,,"[""Java"",""C++"",""HTML"",""C"",""Python"",""Shell"",""Other""]",,NationalSecurityAgency,"February 19, 2020",,3,0,7,784,19.6k,2.6k,"software-analysis, disassembler, reverse-engineering",Yes,,ghidra
,https://github.com/nccgroup/ABPTTS,,,,,,,,,,,,,,,,,,
Specify targets and run sets of tools against them,https://github.com/nccgroup/autopwn.git,,,,"[""Python""]",,nccgroup,"April 23, 2019",,3,0,0,43,309,85,,Yes,,autopwn
HTA encryption tool for RedTeams,https://github.com/nccgroup/demiguise.git,,,,"[""Python""]",,nccgroup,"August 9, 2017",,1,0,0,52,877,176,,No,,demiguise
Fast directory scanning and scraping tool,https://github.com/nccgroup/dirble.git,,,,"[""Rust"",""Makefile"",""Dockerfile""]",,nccgroup,"January 7, 2020",,2,0,9,13,298,35,"pentest-tool, pentest, web, tool",Yes,,dirble
Automatically identify deserialisation issues in Java and .NET applications by using active and passive scans,https://github.com/nccgroup/freddy.git,,,,"[""Java"",""HTML""]",,nccgroup,"February 18, 2020",,4,0,7,30,427,87,,No,,freddy
Offline command line lookup utility for GTFOBins (https://github.com/GTFOBins/GTFOBins.github.io) and LOLBAS (https://github.com/LOLBAS-Project/LOLBAS),https://github.com/nccgroup/GTFOBLookup.git,,,,"[""Python"",""Roff""]",,nccgroup,"October 29, 2019",,1,0,0,10,68,8,"gtfobins, lolbas, privesc, pentesting, pentesting-tools, redteam, python",Yes,,GTFOBLookup
Check for valid credentials across a network over SMB,https://github.com/nccgroup/keimpx.git,,,,"[""Python"",""C"",""Makefile""]",,nccgroup,,,3,0,5,16,164,52,,Yes,,keimpx
Phantom Tap (PhanTap) - an ‘invisible’ network tap aimed at red teams,https://github.com/nccgroup/phantap.git,,,,"[""C"",""Shell"",""CMake""]",,nccgroup,"February 10, 2020",,2,0,6,21,371,53,,Yes,,phantap
RedSnarf is a pen-testing / red-teaming tool for Windows environments,https://github.com/nccgroup/redsnarf.git,,,,"[""PowerShell"",""Python""]",,nccgroup,"August 22, 2017",,1,0,0,78,1k,240,"windows, pentesting, pentesting-windows, python, active-directory",No,,redsnarf
,https://github.com/nccgroup/SCOMDecrypt,,,,,,,,,,,,,,,,,,
,https://github.com/nccgroup/sobelow,,,,,,,,,,,,,,,,,,
,https://github.com/nccgroup/SocksOverRDP,,,,,,,,,,,,,,,,,,
A finder of domain typos showing country of IP address,https://github.com/nccgroup/typofinder.git,,,,"[""JavaScript"",""Python"",""CSS"",""HTML""]",,nccgroup,,,1,0,0,17,116,37,,Yes,,typofinder
,https://github.com/nccgroup/VCG,,,,,,,,,,,,,,,,,,
Easy 802.1Q VLAN Hopping,https://github.com/nccgroup/vlan-hopping---frogger.git,,,,"[""Shell""]",,nccgroup,"February 24, 2016",,2,0,0,41,255,88,,Yes,,vlan-hopping---frogger
Undetectable Windows Payload Generation,https://github.com/nccgroup/Winpayloads.git,,,,"[""Python"",""PowerShell"",""Shell"",""Dockerfile""]",,nccgroup,,,3,0,0,106,1.1k,328,"python, persistence, kali, payloads, bypass, antivirus, uac, windows, meter, msfconsole, metasploit, powershell, netsec, undetectable",Yes,,Winpayloads
A command shell wrapper using only WMI for Microsoft Windows,https://github.com/nccgroup/WMIcmd.git,,,,"[""C#""]",,nccgroup,,,1,0,0,20,203,63,,Yes,,WMIcmd
,https://github.com/Ne0nd0g/go-shellcode,,,,,,,,,,,,,,,,,,
Merlin is a cross-platform post-exploitation HTTP/2 Command & Control server and agent written in golang.,https://github.com/Ne0nd0g/merlin.git,,,,"[""Go"",""JavaScript"",""Makefile"",""Other""]",,Ne0nd0g,"August 20, 2019",,2,0,9,94,2.6k,352,"http2, command-and-control, c2, golang, post-exploitation, agent",No,,merlin
,https://github.com/nebgnahz/awesome-iot-hacks,,,,,,,,,,,,,,,,,,
Exploit for CVE-2019-11043,https://github.com/neex/phuip-fpizdam.git,,,,"[""Go"",""Dockerfile"",""Shell""]",,neex,"November 12, 2019",,2,0,0,32,1.5k,213,,Yes,,phuip-fpizdam
Loki - Simple IOC and Incident Response Scanner,https://github.com/Neo23x0/Loki.git,,,,"[""Python"",""Java"",""Other""]",,Neo23x0,"January 28, 2020",,6,0,43,166,1.5k,367,"python, yara, signature, scanner, ioc, otx, antivirus, hash, yara-rules, dfir",Yes,,Loki
